codigo_produto,categoria,custo_unitario,preco_venda,unidades_vendidas_90d,estoque_atual
PROD-473,Eletrônicos,162.63,291.1,38,197.0
PROD-474,Utilidades Domésticas,70.37,146.53,72,264.0
PROD-475,Alimentos e Bebidas,162.28,272.01,60,15.0
PROD-476,Beleza e Perfumaria,234.05,309.6,6,199.0
PROD-477,Eletrônicos,242.0,324.14,269,105.0
PROD-478,Alimentos e Bebidas,15.62,21.12,31,198.0
PROD-479,Beleza e Perfumaria,93.8,143.31,39,177.0
PROD-480,Alimentos e Bebidas,65.34,110.86,370,199.0
PROD-481,Alimentos e Bebidas,90.33,128.77,152,21.0
PROD-482,Alimentos e Bebidas,141.5,198.56,47,3.0
PROD-483,Alimentos e Bebidas,25.71,35.93,323,162.0
PROD-484,Alimentos e Bebidas,149.9,255.04,214,48.0
PROD-485,Alimentos e Bebidas,221.37,485.79,116,163.0
PROD-486,Beleza e Perfumaria,151.58,252.28,24,17.0
PROD-487,Eletrônicos,197.0,399.29,26,188.0
PROD-488,Vestuário,234.22,483.52,130,60.0
PROD-489,Beleza e Perfumaria,279.8,488.92,147,14.0
PROD-490,Utilidades Domésticas,253.51,469.74,13,70.0
PROD-491,Alimentos e Bebidas,255.53,546.08,51,201.0
PROD-492,Alimentos e Bebidas,96.85,197.73,300,171.0
PROD-493,Vestuário,110.32,186.17,134,264.0
PROD-494,Vestuário,89.61,166.08,251,200.0
PROD-495,Alimentos e Bebidas,257.09,539.0,55,158.0
PROD-496,Vestuário,118.78,191.3,169,50.0
PROD-497,Alimentos e Bebidas,7.49,10.27,6,265.0
PROD-498,Eletrônicos,32.18,51.07,11,65.0
PROD-499,Beleza e Perfumaria,42.28,79.11,63,279.0
PROD-500,Beleza e Perfumaria,22.22,44.19,31,143.0
PROD-501,Alimentos e Bebidas,178.15,381.89,152,189.0
PROD-502,Alimentos e Bebidas,28.55,45.19,242,68.0
PROD-503,Vestuário,197.51,337.96,35,124.0
PROD-504,Utilidades Domésticas,78.7,160.55,23,183.0
PROD-505,Alimentos e Bebidas,234.1,453.22,219,187.0
PROD-506,Vestuário,187.0,370.02,70,159.0
PROD-507,Beleza e Perfumaria,270.46,362.8,302,133.0
PROD-508,Utilidades Domésticas,141.91,227.03,144,298.0
PROD-509,Beleza e Perfumaria,120.48,239.07,327,150.0
PROD-510,Utilidades Domésticas,101.85,158.46,135,170.0
PROD-511,Alimentos e Bebidas,58.63,90.86,39,271.0
PROD-512,Vestuário,103.39,149.14,180,223.0
PROD-513,Beleza e Perfumaria,7.48,16.07,21,57.0
PROD-514,Utilidades Domésticas,273.98,547.49,79,89.0
PROD-515,Eletrônicos,292.21,624.24,45,153.0
PROD-516,Eletrônicos,271.12,588.85,62,130.0
PROD-517,Vestuário,25.58,39.64,37,95.0
PROD-518,Utilidades Domésticas,46.87,81.77,38,206.0
PROD-519,Beleza e Perfumaria,249.06,382.01,99,247.0
PROD-520,Vestuário,151.91,263.35,142,22.0
PROD-521,Alimentos e Bebidas,22.48,48.3,16,38.0
PROD-522,Vestuário,100.84,157.0,626,205.0
PROD-523,Beleza e Perfumaria,112.54,193.79,69,32.0
PROD-524,Utilidades Domésticas,194.34,281.14,103,211.0
PROD-525,Utilidades Domésticas,23.86,47.02,250,41.0
PROD-526,Alimentos e Bebidas,271.36,400.94,89,64.0
PROD-527,Vestuário,31.18,51.89,22,104.0
PROD-528,Vestuário,117.17,168.77,100,228.0
PROD-529,Eletrônicos,16.25,32.96,836,214.0
PROD-530,Utilidades Domésticas,180.74,264.74,210,47.0
PROD-531,Utilidades Domésticas,269.95,560.24,22,241.0
PROD-532,Beleza e Perfumaria,263.39,551.19,26,269.0
PROD-533,Beleza e Perfumaria,139.6,233.86,38,169.0
PROD-534,Alimentos e Bebidas,68.4,143.95,9,48.0
PROD-535,Utilidades Domésticas,65.5,116.55,54,151.0
PROD-536,Beleza e Perfumaria,45.66,98.33,46,194.0
PROD-537,Utilidades Domésticas,168.4,317.54,20,169.0
PROD-538,Vestuário,64.98,101.62,21,235.0
PROD-539,Alimentos e Bebidas,142.64,220.7,36,85.0
PROD-540,Eletrônicos,291.88,436.73,105,296.0
PROD-541,Beleza e Perfumaria,44.36,68.08,476,119.0
PROD-542,Alimentos e Bebidas,103.75,193.86,139,259.0
PROD-543,Vestuário,233.59,410.21,163,161.0
PROD-544,Alimentos e Bebidas,121.61,162.57,112,58.0
PROD-545,Alimentos e Bebidas,171.67,288.76,53,80.0
PROD-546,Vestuário,14.9,32.62,9,186.0
PROD-547,Eletrônicos,35.17,77.08,21,192.0
PROD-548,Alimentos e Bebidas,165.69,346.99,25,298.0
PROD-549,Alimentos e Bebidas,23.99,51.9,91,18.0
PROD-550,Utilidades Domésticas,260.64,497.42,32,299.0
PROD-551,Alimentos e Bebidas,254.22,556.73,50,207.0
PROD-552,Utilidades Domésticas,5.6,10.14,194,195.0
PROD-553,Alimentos e Bebidas,24.05,37.35,14,234.0
PROD-554,Alimentos e Bebidas,236.21,503.61,34,270.0
PROD-555,Utilidades Domésticas,211.04,279.59,213,201.0
PROD-556,Vestuário,30.42,51.98,87,222.0
PROD-557,Eletrônicos,66.11,100.49,67,79.0
PROD-558,Eletrônicos,84.71,159.58,107,71.0
PROD-559,Utilidades Domésticas,172.44,266.38,323,235.0
PROD-560,Alimentos e Bebidas,97.45,132.61,39,19.0
PROD-561,Utilidades Domésticas,69.51,130.39,44,250.0
PROD-562,Vestuário,93.63,129.16,171,157.0
PROD-563,Eletrônicos,291.82,385.69,262,252.0
PROD-564,Eletrônicos,117.38,233.85,17,211.0
PROD-565,Vestuário,216.85,321.29,298,268.0
PROD-566,Alimentos e Bebidas,130.68,179.45,762,161.0
PROD-567,Vestuário,31.42,47.16,159,151.0
PROD-568,Vestuário,40.34,66.39,162,203.0
PROD-569,Beleza e Perfumaria,136.98,196.97,94,265.0
PROD-570,Vestuário,247.43,428.59,28,22.0
PROD-571,Alimentos e Bebidas,83.53,110.78,253,146.0
PROD-572,Utilidades Domésticas,164.21,355.65,52,206.0
PROD-573,Vestuário,196.64,386.56,84,149.0
PROD-574,Alimentos e Bebidas,280.46,487.86,52,121.0
PROD-575,Utilidades Domésticas,142.0,288.09,36,28.0
PROD-576,Beleza e Perfumaria,103.6,147.81,61,273.0
PROD-577,Eletrônicos,182.67,257.71,207,204.0
PROD-578,Beleza e Perfumaria,92.55,151.82,57,156.0
PROD-579,Alimentos e Bebidas,116.64,253.34,21,14.0
PROD-580,Vestuário,123.65,161.99,17,37.0
PROD-581,Alimentos e Bebidas,129.6,182.27,9,60.0
PROD-582,Beleza e Perfumaria,45.04,90.59,136,133.0
PROD-583,Alimentos e Bebidas,36.35,59.87,236,87.0
PROD-584,Vestuário,126.63,178.78,67,78.0
PROD-585,Alimentos e Bebidas,28.27,59.17,46,4.0
PROD-586,Vestuário,139.02,276.84,374,146.0
PROD-587,Eletrônicos,283.82,496.47,50,92.0
PROD-588,Eletrônicos,176.99,389.12,27,234.0
PROD-589,Eletrônicos,8.17,15.75,140,144.0
PROD-590,Vestuário,149.55,270.66,346,280.0
PROD-591,Eletrônicos,37.43,49.64,89,117.0
PROD-592,Alimentos e Bebidas,142.72,291.09,118,122.0
PROD-593,Vestuário,292.44,485.96,203,12.0
PROD-594,Vestuário,284.55,380.46,418,252.0
PROD-595,Utilidades Domésticas,130.01,176.24,67,25.0
PROD-596,Alimentos e Bebidas,277.27,543.06,780,286.0
PROD-597,Alimentos e Bebidas,23.8,39.82,203,18.0
PROD-598,Vestuário,50.46,77.48,253,141.0
PROD-599,Vestuário,61.57,82.85,493,141.0
PROD-600,Eletrônicos,20.8,42.54,25,219.0
PROD-601,Vestuário,186.34,267.33,110,169.0
PROD-602,Vestuário,176.31,365.67,642,275.0
PROD-603,Vestuário,176.69,258.07,136,17.0
PROD-604,Eletrônicos,82.37,158.83,985,53.0
PROD-605,Eletrônicos,198.14,434.19,24,271.0
PROD-606,Alimentos e Bebidas,19.22,27.84,231,176.0
PROD-607,Vestuário,72.5,151.18,12,130.0
PROD-608,Vestuário,284.93,582.69,123,179.0
PROD-609,Alimentos e Bebidas,9.33,16.68,152,32.0
PROD-610,Alimentos e Bebidas,41.92,57.38,331,284.0
PROD-611,Eletrônicos,291.26,530.0,5,105.0
PROD-612,Utilidades Domésticas,243.15,339.91,34,202.0
PROD-613,Alimentos e Bebidas,215.8,375.78,21,80.0
PROD-614,Eletrônicos,287.01,532.38,247,95.0
PROD-615,Utilidades Domésticas,57.28,117.39,349,225.0
PROD-616,Beleza e Perfumaria,141.53,284.99,697,134.0
PROD-617,Eletrônicos,56.58,106.21,10,205.0
PROD-618,Vestuário,223.7,324.41,12,38.0
PROD-619,Utilidades Domésticas,255.76,548.58,251,193.0
PROD-620,Utilidades Domésticas,259.3,484.59,201,22.0
PROD-621,Vestuário,131.54,238.36,92,227.0
PROD-622,Vestuário,238.25,420.67,39,223.0
PROD-623,Vestuário,287.16,444.25,151,126.0
PROD-624,Alimentos e Bebidas,187.55,292.1,209,24.0
PROD-625,Alimentos e Bebidas,256.56,521.8,19,225.0
PROD-626,Vestuário,233.85,367.75,70,229.0
PROD-627,Alimentos e Bebidas,99.0,130.0,49,196.0
PROD-628,Utilidades Domésticas,274.4,457.78,185,12.0
PROD-629,Eletrônicos,253.99,491.28,349,231.0
PROD-630,Vestuário,75.98,129.69,15,111.0
PROD-631,Utilidades Domésticas,27.09,49.63,78,246.0
PROD-632,Utilidades Domésticas,155.27,306.51,11,114.0
PROD-633,Alimentos e Bebidas,64.47,96.75,82,125.0
PROD-634,Alimentos e Bebidas,150.24,285.67,234,216.0
PROD-635,Eletrônicos,263.41,510.99,14,25.0
PROD-636,Vestuário,26.03,50.64,32,88.0
PROD-637,Alimentos e Bebidas,47.44,102.8,30,253.0
PROD-638,Vestuário,55.66,100.32,203,60.0
PROD-639,Vestuário,252.27,432.05,8,133.0
PROD-640,Vestuário,30.67,48.01,96,84.0
PROD-641,Eletrônicos,96.68,186.99,209,66.0
PROD-642,Vestuário,16.41,32.08,13,10.0
PROD-643,Vestuário,232.83,322.29,315,17.0
PROD-644,Vestuário,194.03,298.16,52,97.0
PROD-645,Eletrônicos,59.32,128.76,317,145.0
PROD-646,Utilidades Domésticas,72.98,159.2,66,54.0
PROD-647,Alimentos e Bebidas,39.92,71.29,66,272.0
PROD-648,Alimentos e Bebidas,156.35,219.13,429,173.0
PROD-649,Utilidades Domésticas,34.04,66.59,123,167.0
PROD-650,Alimentos e Bebidas,54.41,112.13,43,177.0
PROD-651,Eletrônicos,151.63,218.92,234,218.0
PROD-652,Alimentos e Bebidas,221.68,347.88,126,117.0
PROD-653,Alimentos e Bebidas,88.06,145.71,78,35.0
PROD-654,Utilidades Domésticas,70.93,144.51,116,123.0
PROD-655,Vestuário,227.64,483.34,74,132.0
PROD-656,Eletrônicos,79.58,142.34,31,222.0
PROD-657,Vestuário,208.94,444.03,20,271.0
PROD-658,Vestuário,157.18,243.38,45,281.0
PROD-659,Alimentos e Bebidas,154.26,336.26,369,198.0
PROD-660,Alimentos e Bebidas,147.27,260.75,242,35.0
PROD-661,Vestuário,28.43,59.4,144,230.0
PROD-662,Beleza e Perfumaria,289.95,447.88,86,191.0
PROD-663,Alimentos e Bebidas,142.72,227.29,58,153.0
PROD-664,Vestuário,128.76,224.98,177,263.0
PROD-665,Eletrônicos,32.83,54.68,278,184.0
PROD-666,Vestuário,126.91,224.08,32,101.0
PROD-667,Vestuário,224.91,380.24,178,106.0
PROD-668,Vestuário,66.28,138.05,353,228.0
PROD-669,Vestuário,203.0,420.35,212,169.0
PROD-670,Vestuário,225.69,342.35,8,186.0
PROD-671,Vestuário,188.8,355.36,20,99.0
PROD-672,Utilidades Domésticas,292.92,507.98,73,154.0
PROD-673,Eletrônicos,134.24,177.62,55,88.0
PROD-674,Alimentos e Bebidas,95.59,176.62,181,87.0
PROD-675,Vestuário,15.22,25.85,170,146.0
PROD-676,Beleza e Perfumaria,77.78,144.29,75,261.0
PROD-677,Eletrônicos,212.96,359.08,183,208.0
PROD-678,Vestuário,95.21,209.11,153,145.0
PROD-679,Beleza e Perfumaria,95.99,208.16,81,10.0
PROD-680,Utilidades Domésticas,214.11,372.86,236,194.0
PROD-681,Utilidades Domésticas,175.55,348.46,52,67.0
PROD-682,Vestuário,132.13,197.11,28,163.0
PROD-683,Vestuário,22.68,30.84,201,127.0
PROD-684,Alimentos e Bebidas,44.72,81.32,64,178.0
PROD-685,Beleza e Perfumaria,139.0,248.04,37,47.0
PROD-686,Alimentos e Bebidas,178.8,304.21,8,188.0
PROD-687,Alimentos e Bebidas,122.09,208.08,206,198.0
PROD-688,Vestuário,74.82,132.89,19,154.0
PROD-689,Utilidades Domésticas,253.53,513.97,211,188.0
PROD-690,Vestuário,217.0,302.8,25,36.0
PROD-691,Vestuário,271.41,446.14,198,34.0
PROD-692,Vestuário,275.64,370.34,102,112.0
PROD-693,Alimentos e Bebidas,198.34,293.67,110,51.0
PROD-694,Vestuário,121.31,206.86,6,297.0
PROD-695,Eletrônicos,145.4,288.73,31,98.0
PROD-696,Alimentos e Bebidas,24.11,32.68,61,132.0
PROD-697,Vestuário,39.33,80.31,74,8.0
PROD-698,Alimentos e Bebidas,82.01,179.98,64,5.0
PROD-699,Vestuário,54.16,89.23,499,113.0
PROD-700,Alimentos e Bebidas,39.36,58.32,110,29.0
PROD-701,Alimentos e Bebidas,138.08,222.87,105,241.0
PROD-702,Eletrônicos,164.24,251.52,57,243.0
PROD-703,Vestuário,246.73,400.57,130,153.0
PROD-704,Eletrônicos,156.15,296.14,32,143.0
PROD-705,Eletrônicos,144.76,229.54,153,69.0
PROD-706,Beleza e Perfumaria,99.85,169.14,40,82.0
PROD-707,Vestuário,242.06,332.0,30,171.0
PROD-708,Utilidades Domésticas,202.73,408.55,314,247.0
PROD-709,Vestuário,57.9,102.58,508,271.0
PROD-710,Alimentos e Bebidas,161.59,321.78,56,117.0
PROD-711,Utilidades Domésticas,51.93,72.09,54,72.0
PROD-712,Alimentos e Bebidas,213.45,393.48,144,221.0
PROD-713,Alimentos e Bebidas,96.41,162.56,293,107.0
PROD-714,Vestuário,159.91,307.2,22,268.0
PROD-715,Vestuário,9.85,14.98,33,7.0
PROD-716,Beleza e Perfumaria,258.41,525.94,98,158.0
PROD-717,Utilidades Domésticas,121.72,227.51,45,204.0
PROD-718,Beleza e Perfumaria,10.25,16.34,161,111.0
PROD-719,Eletrônicos,26.32,50.97,38,115.0
PROD-720,Utilidades Domésticas,242.89,515.96,175,113.0
PROD-721,Beleza e Perfumaria,236.66,437.77,93,108.0
PROD-722,Vestuário,44.11,91.66,154,89.0
PROD-723,Eletrônicos,216.52,446.42,81,120.0
PROD-724,Utilidades Domésticas,165.9,231.88,69,209.0
PROD-725,Alimentos e Bebidas,228.66,332.32,208,185.0
PROD-726,Utilidades Domésticas,84.33,176.31,111,229.0
PROD-727,Eletrônicos,26.08,35.96,101,25.0
PROD-728,Utilidades Domésticas,48.17,73.92,110,273.0
PROD-729,Vestuário,280.64,500.35,179,261.0
PROD-730,Vestuário,73.6,116.8,24,136.0
PROD-731,Vestuário,286.52,448.38,63,0.0
PROD-732,Utilidades Domésticas,146.0,204.3,325,212.0
PROD-733,Alimentos e Bebidas,137.25,289.27,37,241.0
PROD-734,Alimentos e Bebidas,290.82,527.86,23,256.0
PROD-735,Vestuário,66.26,111.7,153,290.0
PROD-736,Utilidades Domésticas,214.85,303.5,30,21.0
PROD-737,Vestuário,41.55,80.14,71,75.0
PROD-738,Utilidades Domésticas,261.49,469.34,96,165.0
PROD-739,Vestuário,17.47,23.5,104,252.0
PROD-740,Vestuário,232.35,338.47,10,172.0
PROD-741,Alimentos e Bebidas,78.8,105.21,16,104.0
PROD-742,Vestuário,181.29,395.72,126,183.0
PROD-743,Utilidades Domésticas,257.06,437.0,147,173.0
PROD-744,Alimentos e Bebidas,222.27,465.28,272,17.0
PROD-745,Vestuário,287.69,470.8,376,94.0
PROD-746,Utilidades Domésticas,256.68,374.93,20,14.0
PROD-747,Vestuário,127.67,264.13,123,228.0
PROD-748,Alimentos e Bebidas,115.51,167.91,305,279.0
PROD-749,Beleza e Perfumaria,229.86,481.95,239,256.0
PROD-750,Alimentos e Bebidas,90.91,131.8,16,159.0
PROD-751,Eletrônicos,112.59,229.42,113,100.0
PROD-752,Beleza e Perfumaria,254.4,438.97,72,78.0
PROD-753,Alimentos e Bebidas,44.47,96.34,146,278.0
PROD-754,Vestuário,11.51,17.63,65,253.0
PROD-755,Eletrônicos,286.18,397.47,761,217.0
PROD-756,Utilidades Domésticas,68.83,130.23,155,92.0
PROD-757,Alimentos e Bebidas,48.41,95.7,153,206.0
PROD-758,Alimentos e Bebidas,178.56,327.92,322,6.0
PROD-759,Utilidades Domésticas,268.78,496.02,117,193.0
PROD-760,Utilidades Domésticas,121.52,262.12,92,78.0
PROD-761,Vestuário,208.06,308.66,147,297.0
PROD-762,Vestuário,190.26,313.86,77,165.0
PROD-763,Vestuário,126.47,252.47,126,104.0
PROD-764,Utilidades Domésticas,31.0,55.62,68,122.0
PROD-765,Eletrônicos,278.66,459.06,93,67.0
PROD-766,Alimentos e Bebidas,293.65,616.28,137,161.0
PROD-767,Utilidades Domésticas,166.12,363.63,259,246.0
PROD-768,Utilidades Domésticas,40.58,62.29,18,108.0
PROD-769,Vestuário,214.3,282.99,603,141.0
PROD-770,Utilidades Domésticas,24.34,49.62,214,70.0
PROD-771,Eletrônicos,179.75,254.14,145,252.0
PROD-772,Utilidades Domésticas,149.07,203.77,429,290.0
PROD-773,Eletrônicos,20.35,33.64,297,92.0
PROD-774,Vestuário,50.38,74.05,204,213.0
PROD-775,Utilidades Domésticas,45.83,68.44,41,153.0
PROD-776,Eletrônicos,214.58,348.87,208,71.0
PROD-777,Vestuário,230.21,331.12,53,263.0
PROD-778,Utilidades Domésticas,34.22,56.73,39,65.0
PROD-779,Utilidades Domésticas,108.35,148.11,470,283.0
PROD-780,Alimentos e Bebidas,43.04,68.21,274,289.0
PROD-781,Alimentos e Bebidas,275.48,516.97,510,117.0
PROD-782,Alimentos e Bebidas,22.46,37.41,262,283.0
PROD-783,Vestuário,123.91,181.89,27,223.0
PROD-784,Vestuário,75.98,152.62,8,273.0
PROD-785,Vestuário,281.2,423.38,403,16.0
PROD-786,Beleza e Perfumaria,263.63,501.2,15,48.0
PROD-787,Alimentos e Bebidas,110.48,144.12,125,277.0
PROD-788,Vestuário,133.28,232.37,548,103.0
PROD-789,Alimentos e Bebidas,31.92,45.47,140,172.0
PROD-790,Beleza e Perfumaria,122.31,191.96,26,112.0
PROD-791,Vestuário,168.12,357.18,185,240.0
PROD-792,Alimentos e Bebidas,114.47,229.38,296,264.0
PROD-793,Alimentos e Bebidas,30.03,64.32,133,63.0
PROD-794,Alimentos e Bebidas,67.94,148.95,387,15.0
PROD-795,Eletrônicos,84.02,162.04,46,252.0
PROD-796,Utilidades Domésticas,232.24,424.68,249,77.0
PROD-797,Beleza e Perfumaria,65.01,100.73,892,166.0
PROD-798,Alimentos e Bebidas,208.83,289.03,219,175.0
PROD-799,Alimentos e Bebidas,97.51,177.05,17,71.0
PROD-800,Beleza e Perfumaria,37.72,72.3,80,30.0
PROD-801,Utilidades Domésticas,153.06,261.96,207,90.0
PROD-802,Vestuário,248.41,513.76,158,267.0
PROD-803,Alimentos e Bebidas,94.67,129.13,285,74.0
PROD-804,Alimentos e Bebidas,178.37,348.9,179,284.0
PROD-805,Vestuário,249.11,442.2,214,134.0
PROD-806,Utilidades Domésticas,83.81,164.98,174,232.0
PROD-807,Beleza e Perfumaria,32.08,62.66,12,249.0
PROD-808,Beleza e Perfumaria,71.31,122.08,164,169.0
PROD-809,Alimentos e Bebidas,258.15,430.0,107,200.0
PROD-810,Eletrônicos,101.87,159.23,7,190.0
PROD-811,Beleza e Perfumaria,57.28,115.98,5,262.0
PROD-812,Utilidades Domésticas,153.77,215.34,246,67.0
PROD-813,Eletrônicos,187.33,379.59,190,92.0
PROD-814,Beleza e Perfumaria,141.39,221.25,35,202.0
PROD-815,Utilidades Domésticas,100.56,162.49,23,132.0
PROD-816,Alimentos e Bebidas,150.2,293.38,68,172.0
PROD-817,Alimentos e Bebidas,271.5,567.06,113,85.0
PROD-818,Vestuário,195.95,430.93,583,15.0
PROD-819,Eletrônicos,132.26,286.64,61,92.0
PROD-820,Vestuário,245.34,470.21,23,284.0
PROD-821,Utilidades Domésticas,5.58,9.73,400,80.0
PROD-822,Eletrônicos,62.95,83.58,202,231.0
PROD-823,Vestuário,163.6,338.69,71,75.0
PROD-824,Vestuário,198.43,276.82,166,230.0
PROD-825,Alimentos e Bebidas,150.31,218.99,335,44.0
PROD-826,Beleza e Perfumaria,196.92,307.89,19,50.0
PROD-827,Vestuário,185.37,355.77,245,156.0
PROD-828,Vestuário,171.55,314.44,40,232.0
PROD-829,Utilidades Domésticas,47.64,87.11,73,176.0
PROD-830,Alimentos e Bebidas,135.45,202.83,25,193.0
PROD-831,Vestuário,134.71,241.97,12,46.0
PROD-832,Alimentos e Bebidas,72.47,120.06,169,75.0
PROD-833,Eletrônicos,268.95,389.32,175,100.0
PROD-834,Vestuário,264.44,361.44,289,143.0
PROD-835,Alimentos e Bebidas,94.14,140.07,86,202.0
PROD-836,Vestuário,69.24,91.18,12,79.0
PROD-837,Beleza e Perfumaria,120.65,247.61,356,278.0
PROD-838,Vestuário,15.19,20.68,309,57.0
PROD-839,Alimentos e Bebidas,269.66,509.07,43,218.0
PROD-840,Alimentos e Bebidas,61.45,111.1,166,69.0
PROD-841,Eletrônicos,71.08,136.06,20,251.0
PROD-842,Alimentos e Bebidas,137.47,250.37,56,289.0
PROD-843,Vestuário,175.37,340.61,105,73.0
PROD-844,Beleza e Perfumaria,134.52,236.82,96,18.0
PROD-845,Eletrônicos,153.29,289.99,17,267.0
PROD-846,Vestuário,262.85,378.01,138,131.0
PROD-847,Eletrônicos,245.78,424.1,41,12.0
PROD-848,Beleza e Perfumaria,8.27,17.11,597,152.0
PROD-849,Alimentos e Bebidas,147.49,230.07,229,169.0
PROD-850,Alimentos e Bebidas,222.39,461.33,62,165.0
PROD-851,Eletrônicos,210.73,327.1,74,130.0
PROD-852,Utilidades Domésticas,110.43,158.64,179,218.0
PROD-853,Vestuário,206.65,450.16,131,81.0
PROD-854,Utilidades Domésticas,191.86,326.43,69,35.0
PROD-855,Vestuário,81.79,154.04,253,85.0
PROD-856,Vestuário,66.94,99.0,147,158.0
PROD-857,Eletrônicos,26.25,35.87,320,75.0
PROD-858,Alimentos e Bebidas,133.61,232.32,44,83.0
PROD-859,Alimentos e Bebidas,157.76,245.91,136,190.0
PROD-860,Eletrônicos,16.59,21.92,158,168.0
PROD-861,Utilidades Domésticas,123.54,232.11,105,86.0
PROD-862,Alimentos e Bebidas,31.92,55.68,320,197.0
PROD-863,Alimentos e Bebidas,27.18,56.79,41,207.0
PROD-864,Vestuário,89.71,171.43,172,247.0
PROD-865,Vestuário,158.43,261.3,165,99.0
PROD-866,Alimentos e Bebidas,185.2,314.23,76,85.0
PROD-867,Vestuário,171.46,331.98,335,232.0
PROD-868,Vestuário,289.25,396.21,288,248.0
PROD-869,Utilidades Domésticas,71.73,99.13,198,296.0
PROD-870,Beleza e Perfumaria,136.43,216.37,76,159.0
PROD-871,Vestuário,152.82,223.86,347,297.0
PROD-872,Vestuário,66.13,133.38,293,292.0
PROD-873,Alimentos e Bebidas,77.73,109.02,174,273.0
PROD-874,Vestuário,196.57,284.02,160,265.0
PROD-875,Eletrônicos,258.22,464.14,68,284.0
PROD-876,Vestuário,126.44,178.59,131,267.0
PROD-877,Utilidades Domésticas,178.95,233.29,93,226.0
PROD-878,Alimentos e Bebidas,295.01,603.42,46,221.0
PROD-879,Eletrônicos,234.21,455.9,49,269.0
PROD-880,Vestuário,37.94,83.04,81,114.0
PROD-881,Vestuário,299.84,615.38,430,293.0
PROD-882,Alimentos e Bebidas,210.2,358.76,381,127.0
PROD-883,Eletrônicos,51.82,89.93,207,193.0
PROD-884,Eletrônicos,73.65,112.04,88,207.0
PROD-885,Utilidades Domésticas,203.73,336.6,63,110.0
PROD-886,Vestuário,252.78,398.83,89,78.0
PROD-887,Alimentos e Bebidas,158.5,334.15,373,71.0
PROD-888,Vestuário,173.38,250.17,45,128.0
PROD-889,Eletrônicos,62.76,89.54,131,275.0
PROD-890,Vestuário,185.83,244.83,82,194.0
PROD-891,Utilidades Domésticas,176.53,287.78,36,159.0
PROD-892,Utilidades Domésticas,134.2,262.6,116,167.0
PROD-893,Utilidades Domésticas,20.96,43.32,9,191.0
PROD-894,Vestuário,200.16,263.57,55,9.0
PROD-895,Alimentos e Bebidas,158.04,269.22,23,104.0
PROD-896,Vestuário,148.36,225.23,125,254.0
PROD-897,Vestuário,289.54,604.83,90,148.0
PROD-898,Utilidades Domésticas,175.25,358.44,17,48.0
PROD-899,Eletrônicos,279.74,554.97,44,188.0
PROD-900,Eletrônicos,207.63,373.79,636,54.0
PROD-901,Vestuário,62.54,89.55,96,26.0
PROD-902,Eletrônicos,169.21,333.8,191,140.0
PROD-903,Vestuário,225.33,350.04,23,82.0
PROD-904,Alimentos e Bebidas,225.28,398.26,219,32.0
PROD-905,Vestuário,38.57,78.46,100,137.0
PROD-906,Utilidades Domésticas,35.45,60.18,231,142.0
PROD-907,Utilidades Domésticas,11.7,25.51,87,144.0
PROD-908,Vestuário,196.57,288.47,93,26.0
PROD-909,Vestuário,121.57,228.5,274,168.0
PROD-910,Vestuário,239.77,462.08,100,156.0
PROD-911,Alimentos e Bebidas,262.75,539.41,367,239.0
PROD-912,Vestuário,232.17,361.31,36,149.0
PROD-913,Alimentos e Bebidas,153.35,239.23,250,93.0
PROD-914,Vestuário,153.27,256.57,319,274.0
PROD-915,Alimentos e Bebidas,46.83,97.88,52,200.0
PROD-916,Vestuário,188.32,249.91,84,170.0
PROD-917,Vestuário,106.0,153.89,77,276.0
PROD-918,Beleza e Perfumaria,28.0,38.85,43,1.0
PROD-919,Utilidades Domésticas,201.08,352.39,130,285.0
PROD-920,Eletrônicos,195.4,366.47,159,94.0
PROD-921,Utilidades Domésticas,14.79,27.83,277,133.0
PROD-922,Alimentos e Bebidas,294.48,555.71,190,143.0
PROD-923,Utilidades Domésticas,25.45,33.35,627,91.0
PROD-924,Utilidades Domésticas,58.98,107.29,285,86.0
PROD-925,Vestuário,213.41,440.05,151,62.0
PROD-926,Eletrônicos,230.23,360.65,33,3.0
PROD-927,Vestuário,99.76,197.78,426,141.0
PROD-928,Alimentos e Bebidas,191.42,249.18,158,202.0
PROD-929,Alimentos e Bebidas,103.5,202.51,115,7.0
PROD-930,Vestuário,102.33,216.27,1201,242.0
PROD-931,Eletrônicos,278.84,392.76,63,149.0
PROD-932,Utilidades Domésticas,215.93,436.45,317,295.0
PROD-933,Beleza e Perfumaria,157.63,251.72,242,270.0
